"Date","Day_Wk","nb_crimes","nb_aggravated","nb_simple","nb_vandalism","nb_robbery","nb_larceny","nb_fraud","nb_selected","TEMP","TMAX_C","TMIN_C","DEWP","VISIB","Wind","PRCP","y2012","y2013","y2014","y2015","y2016","y2017","year","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","Weekend","DEWP_lag","WDSP_lag","PRCP_lag","TEMP_lag","Season","Summer","Fall","Winter","Spring","heat.index","DayMonth","DayMonth_3","DayMonth1","DayMonth2","DayMonth3","DayMonth1_15_30","LastDayMonth","FirstDayMonth","MidDayMonth","SNOW","Events","Holidays","Snow","Rain","WindxRain","WindxHeatIndex"
2012-07-08,"Sunday",177,8,19,13,7,31,3,42,26.444444444,31.722222222,21.722222222,15.944444444,10,8.5,0,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,NA,NA,NA,NA,"Summer",1,0,0,0,27,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,229.5
2012-07-09,"Monday",285,6,17,14,7,48,11,37,24.333333333,31.722222222,20,9.6666666667,10,7.9,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,15.944444444,8.5,0,26.444444444,"Summer",1,0,0,0,24,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,189.6
2012-07-10,"Tuesday",263,11,20,15,3,43,10,49,22.722222222,28.888888889,18.277777778,9.6666666667,10,5.5,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,9.6666666667,7.9,0,24.333333333,"Summer",1,0,0,0,22,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,121
2012-07-11,"Wednesday",246,8,15,17,2,35,4,43,23.166666667,28.277777778,18.277777778,14.5,10,6.7,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,9.6666666667,5.5,0,22.722222222,"Summer",1,0,0,0,23,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,154.1
2012-07-12,"Thursday",251,7,12,22,3,49,9,43,24.5,30,18.888888889,15.611111111,10,8.6,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,14.5,6.7,0,23.166666667,"Summer",1,0,0,0,25,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,215
2012-07-13,"Friday",264,11,19,13,8,35,10,43,25.722222222,32.222222222,18.888888889,15.277777778,10,10.6,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,15.611111111,8.6,0,24.5,"Summer",1,0,0,0,26,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,275.6
2012-07-14,"Saturday",213,10,20,13,6,29,3,46,26.666666667,32.777777778,20.611111111,15.888888889,10,8.3,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,15.277777778,10.6,0,25.722222222,"Summer",1,0,0,0,27,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,224.1
2012-07-15,"Sunday",235,3,20,16,7,50,2,39,27.833333333,32.777777778,22.222222222,17.666666667,10,7.9,0,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,15.888888889,8.3,0,26.666666667,"Summer",1,0,0,0,29,15,2,0,1,0,2,0,0,1,0,0,0,0,0,0,229.1
2012-07-16,"Monday",248,8,20,11,8,46,9,41,26.166666667,32.777777778,22.222222222,20.055555556,10,9.6,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,17.666666667,7.9,0,27.833333333,"Summer",1,0,0,0,28,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,268.8
2012-07-17,"Tuesday",279,9,22,13,1,35,8,48,28.611111111,35.611111111,22.222222222,19.055555556,10,7.8,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,20.055555556,9.6,0,26.166666667,"Summer",1,0,0,0,30,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,234
2012-07-18,"Wednesday",227,4,12,9,5,32,5,27,27.722222222,31.722222222,21,19.555555556,8.7,9.5,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,19.055555556,7.8,0,28.611111111,"Summer",1,0,0,0,29,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,275.5
2012-07-19,"Thursday",263,3,7,14,2,49,6,27,22.222222222,31.722222222,18.888888889,16.277777778,9.9,6.9,1.8,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,19.555555556,9.5,0,27.722222222,"Summer",1,0,0,0,22,19,2,0,1,0,0,0,0,0,0,0,0,0,1,6.9,151.8
2012-07-20,"Friday",306,9,19,20,9,48,7,49,20.166666667,23.277777778,18.888888889,15,10,6.5,0.06,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,16.277777778,6.9,1.8,22.222222222,"Summer",1,0,0,0,20,20,2,0,1,0,0,0,0,0,0,0,0,0,1,6.5,130
2012-07-21,"Saturday",267,4,23,20,3,42,5,48,19.777777778,23.277777778,16.111111111,14.111111111,10,5.1,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,15,6.5,0.06,20.166666667,"Summer",1,0,0,0,20,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,102
2012-07-22,"Sunday",222,6,10,19,6,42,4,35,22.388888889,28.888888889,16.111111111,13.611111111,10,8.5,0,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,14.111111111,5.1,0,19.777777778,"Summer",1,0,0,0,22,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,187
2012-07-23,"Monday",256,4,12,12,10,31,11,29,23.055555556,30,16.111111111,17.166666667,9.9,9.6,0.02,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,13.611111111,8.5,0,22.388888889,"Summer",1,0,0,0,23,23,3,0,0,1,0,0,0,0,0,0,0,0,1,9.6,220.8
2012-07-24,"Tuesday",233,0,24,13,3,24,13,37,24.666666667,32.777777778,18.888888889,20.333333333,9.3,9.2,0.05,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,17.166666667,9.6,0.02,23.055555556,"Summer",1,0,0,0,25,24,3,0,0,1,0,0,0,0,0,0,0,0,1,9.2,230
2012-07-25,"Wednesday",251,6,17,14,6,45,5,40,22.722222222,32.777777778,18.277777778,11.777777778,9.7,11.1,0.5,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,20.333333333,9.2,0.05,24.666666667,"Summer",1,0,0,0,22,25,3,0,0,1,0,0,0,0,0,0,0,0,1,11.1,244.2
2012-07-26,"Thursday",271,3,14,13,8,47,5,33,23,28.888888889,18.277777778,16.333333333,10,5.9,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,11.777777778,11.1,0.5,22.722222222,"Summer",1,0,0,0,23,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,135.7
2012-07-27,"Friday",259,5,9,15,7,39,7,32,21.777777778,28.888888889,17.777777778,19.111111111,8.2,5.9,0.02,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,16.333333333,5.9,0,23,"Summer",1,0,0,0,22,27,3,0,0,1,0,0,0,0,0,0,0,0,1,5.9,129.8
2012-07-28,"Saturday",261,7,15,15,11,36,6,38,19.666666667,26.111111111,17.222222222,17.388888889,8.1,4.4,0.57,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,19.111111111,5.9,0.02,21.777777778,"Summer",1,0,0,0,20,28,3,0,0,1,0,0,0,0,0,0,0,0,1,4.4,88
2012-07-29,"Sunday",207,11,9,17,4,41,5,39,19.777777778,22.777777778,17.222222222,17.611111111,8.1,8.2,0.3,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,17.388888889,4.4,0.57,19.666666667,"Summer",1,0,0,0,20,29,3,0,0,1,0,0,0,0,0,0,0,0,1,8.2,164
2012-07-30,"Monday",256,9,20,14,4,44,9,43,20.888888889,27.222222222,17.222222222,16.277777778,9.9,6.2,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,17.611111111,8.2,0.3,19.777777778,"Summer",1,0,0,0,21,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,130.2
2012-07-31,"Tuesday",221,10,14,12,8,35,4,39,19.944444444,27.222222222,17.222222222,16.611111111,9.3,7.8,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,16.277777778,6.2,0,20.888888889,"Summer",1,0,0,0,20,31,3,0,0,1,3,1,0,0,0,0,0,0,0,0,156
2012-08-01,"Wednesday",263,4,12,7,4,35,17,23,21.777777778,25,19,19.111111111,7.5,7.2,0.49,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,16.611111111,7.8,0,19.944444444,"Summer",1,0,0,0,22,1,1,1,0,0,1,0,1,0,0,0,0,0,1,7.2,158.4
2012-08-02,"Thursday",231,4,12,15,5,29,9,31,23.666666667,30,20,19.777777778,9.8,6.7,0.79,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,19.111111111,7.2,0.49,21.777777778,"Summer",1,0,0,0,24,2,1,1,0,0,0,0,0,0,0,0,0,0,1,6.7,160.8
2012-08-03,"Friday",260,7,15,9,4,35,9,31,27.277777778,33.277777778,20,19.777777778,9.4,9.6,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,19.777777778,6.7,0.79,23.666666667,"Summer",1,0,0,0,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,278.4
2012-08-04,"Saturday",249,13,23,14,5,39,4,50,26.111111111,33.277777778,22.222222222,21.166666667,8.8,6.9,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,19.777777778,9.6,0,27.277777778,"Summer",1,0,0,0,28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,193.2
2012-08-05,"Sunday",212,5,18,12,5,35,8,35,26.388888889,31.111111111,22.222222222,22,9.9,9.7,0,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,21.166666667,6.9,0,26.111111111,"Summer",1,0,0,0,28,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,271.6
2012-08-06,"Monday",220,3,19,12,4,24,9,34,26,31.111111111,22.222222222,18.277777778,9.9,10.5,0.08,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,22,9.7,0,26.388888889,"Summer",1,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0,0,1,10.5,283.5
2012-08-07,"Tuesday",248,6,18,12,5,40,6,37,22.888888889,29.388888889,19.388888889,14.611111111,10,6.5,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,18.277777778,10.5,0.08,26,"Summer",1,0,0,0,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,149.5
2012-08-08,"Wednesday",258,10,17,12,4,34,11,40,23.5,28.277777778,18.888888889,17.833333333,10,7.4,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,14.611111111,6.5,0,22.888888889,"Summer",1,0,0,0,24,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,177.6
2012-08-09,"Thursday",270,7,23,22,8,47,7,52,24.277777778,28.277777778,18.888888889,19.5,9,8,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,17.833333333,7.4,0,23.5,"Summer",1,0,0,0,25,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200
2012-08-10,"Friday",233,3,18,15,6,33,6,36,24,28.888888889,20.611111111,21.111111111,8.2,8.2,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,19.5,8,0,24.277777778,"Summer",1,0,0,0,25,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,205
2012-08-11,"Saturday",266,13,28,18,5,34,3,60,23.5,28.888888889,20.611111111,20.777777778,9.6,6.6,1.17,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,21.111111111,8.2,0,24,"Summer",1,0,0,0,24,11,2,0,1,0,0,0,0,0,0,0,0,0,1,6.6,158.4
2012-08-12,"Sunday",220,13,16,27,6,42,4,60,25.055555556,28.888888889,21.722222222,21.5,9.6,7.9,0.01,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,20.777777778,6.6,1.17,23.5,"Summer",1,0,0,0,26,12,2,0,1,0,0,0,0,0,0,0,0,0,1,7.9,205.4
2012-08-13,"Monday",252,4,16,10,4,50,10,30,25.444444444,30,21.722222222,18.111111111,9.9,7.8,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,21.5,7.9,0.01,25.055555556,"Summer",1,0,0,0,26,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,202.8
2012-08-14,"Tuesday",262,5,12,15,6,36,11,33,25.166666667,30,21.111111111,16.055555556,10,6.8,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,18.111111111,7.8,0,25.444444444,"Summer",1,0,0,0,25,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,170
2012-08-15,"Wednesday",272,6,17,12,4,41,9,37,23.833333333,28.888888889,18.888888889,18.611111111,8.8,5.9,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,16.055555556,6.8,0,25.166666667,"Summer",1,0,0,0,24,15,2,0,1,0,2,0,0,1,0,0,0,0,0,0,141.6
2012-08-16,"Thursday",244,5,9,13,3,48,6,28,24,29.388888889,19.388888889,17.611111111,9.9,7.2,0.83,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,18.611111111,5.9,0,23.833333333,"Summer",1,0,0,0,24,16,2,0,1,0,0,0,0,0,0,0,0,0,1,7.2,172.8
2012-08-17,"Friday",267,5,13,14,4,46,14,32,24.944444444,30,18.888888889,16.166666667,10,7.8,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,17.611111111,7.2,0.83,24,"Summer",1,0,0,0,25,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,195
2012-08-18,"Saturday",241,8,13,10,3,37,9,31,21.611111111,30,18.277777778,16.611111111,10,6.8,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,16.166666667,7.8,0,24.944444444,"Summer",1,0,0,0,22,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,149.6
2012-08-19,"Sunday",238,5,20,20,6,47,3,45,19.222222222,22.777777778,16.111111111,14.777777778,10,5.4,0.04,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,16.611111111,6.8,0,21.611111111,"Summer",1,0,0,0,19,19,2,0,1,0,0,0,0,0,0,0,0,0,1,5.4,102.6
2012-08-20,"Monday",242,9,14,11,9,40,4,36,20.111111111,23.888888889,16.111111111,14.611111111,10,5.1,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,14.777777778,5.4,0.04,19.222222222,"Summer",1,0,0,0,20,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,102
2012-08-21,"Tuesday",262,7,11,22,10,40,5,43,22.555555556,28.277777778,16.722222222,14.111111111,10,6.6,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,14.611111111,5.1,0,20.111111111,"Summer",1,0,0,0,22,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,145.2
2012-08-22,"Wednesday",233,1,19,13,3,43,7,33,22.555555556,28.277777778,18.888888889,13.666666667,10,6,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,14.111111111,6.6,0,22.555555556,"Summer",1,0,0,0,22,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,132
2012-08-23,"Thursday",247,4,18,15,1,39,15,39,24.166666667,30.611111111,18.888888889,15.444444444,10,6.6,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,13.666666667,6,0,22.555555556,"Summer",1,0,0,0,24,23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,158.4
2012-08-24,"Friday",262,7,18,14,5,50,4,41,23.222222222,30.611111111,18.888888889,17.5,9.9,7.2,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,15.444444444,6.6,0,24.166666667,"Summer",1,0,0,0,23,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,165.6
2012-08-25,"Saturday",242,3,29,15,7,37,3,51,21.555555556,25.611111111,19.388888889,18,8.3,5.3,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,17.5,7.2,0,23.222222222,"Summer",1,0,0,0,22,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,116.6
2012-08-26,"Sunday",245,5,20,15,9,40,4,41,20.833333333,25,17.777777778,16.333333333,10,5.1,0,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,18,5.3,0,21.555555556,"Summer",1,0,0,0,21,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,107.1
2012-08-27,"Monday",237,8,16,11,3,35,8,38,22.333333333,29.388888889,16.722222222,15.777777778,10,7.8,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,16.333333333,5.1,0,20.833333333,"Summer",1,0,0,0,22,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,171.6
2012-08-28,"Tuesday",256,4,17,13,3,42,8,35,24.388888889,30,16.722222222,19.944444444,9,8.3,0.02,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,15.777777778,7.8,0,22.333333333,"Summer",1,0,0,0,25,28,3,0,0,1,0,0,0,0,0,0,0,0,1,8.3,207.5
2012-08-29,"Wednesday",257,13,21,13,10,38,2,50,20.833333333,30,16.722222222,10.444444444,9.9,8.5,0.13,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,19.944444444,8.3,0.02,24.388888889,"Summer",1,0,0,0,20,29,3,0,0,1,0,0,0,0,0,0,0,0,1,8.5,170
2012-08-30,"Thursday",270,6,16,14,9,30,9,37,22.333333333,28.277777778,15.611111111,9.6111111111,9.9,8.9,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,10.444444444,8.5,0.13,20.833333333,"Summer",1,0,0,0,22,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,195.8
2012-08-31,"Friday",271,12,22,17,4,34,10,52,25.722222222,32.222222222,15.611111111,11.055555556,9.9,13.3,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,9.6111111111,8.9,0,22.333333333,"Summer",1,0,0,0,25,31,3,0,0,1,3,1,0,0,0,0,0,0,0,0,332.5
2012-09-01,"Saturday",310,7,29,20,4,45,11,57,23.555555556,32.222222222,18.888888889,15.055555556,10,9.2,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,11.055555556,13.3,0,25.722222222,"Fall",0,1,0,0,24,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,220.8
2012-09-02,"Sunday",245,10,21,13,7,32,4,44,19.333333333,26.722222222,17.222222222,14.388888889,10,5.1,0,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,15.055555556,9.2,0,23.555555556,"Fall",0,1,0,0,19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96.9
2012-09-03,"Monday",188,7,12,11,5,35,9,30,18.611111111,22.777777778,15,15.388888889,8.1,6.5,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,14.388888889,5.1,0,19.333333333,"Fall",0,1,0,0,19,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,123.5
2012-09-04,"Tuesday",266,5,20,12,6,40,15,37,18.777777778,22.222222222,15,16.166666667,8.6,6,0.07,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,15.388888889,6.5,0,18.611111111,"Fall",0,1,0,0,19,4,1,1,0,0,0,0,0,0,0,0,0,0,1,6,114
2012-09-05,"Wednesday",227,6,15,14,12,30,3,35,23.5,27.777777778,17.222222222,20.888888889,7.4,9.7,0.96,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,16.166666667,6,0.07,18.777777778,"Fall",0,1,0,0,24,5,1,1,0,0,0,0,0,0,0,0,0,0,1,9.7,232.8
2012-09-06,"Thursday",237,8,15,12,5,33,11,36,21.222222222,27.777777778,18.277777778,17.111111111,10,3.6,0.07,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,20.888888889,9.7,0.96,23.5,"Fall",0,1,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0,0,1,3.6,75.6
2012-09-07,"Friday",295,6,18,14,5,42,11,39,22.444444444,27.777777778,18.277777778,19.055555556,9.4,7,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,17.111111111,3.6,0.07,21.222222222,"Fall",0,1,0,0,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,161
2012-09-08,"Saturday",251,6,20,12,7,53,3,38,23.777777778,27.777777778,20,20.277777778,8.4,11,0.43,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,19.055555556,7,0,22.444444444,"Fall",0,1,0,0,24,8,1,1,0,0,0,0,0,0,0,0,0,0,1,11,264
2012-09-09,"Sunday",218,8,17,18,7,30,2,43,19.833333333,27.777777778,17.222222222,14.111111111,9.7,8.4,0.71,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,20.277777778,11,0.43,23.777777778,"Fall",0,1,0,0,20,9,1,1,0,0,0,0,0,0,0,0,0,0,1,8.4,168
2012-09-10,"Monday",261,6,19,13,14,35,11,42,17.388888889,23.888888889,14.388888889,10,10,8.8,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,14.111111111,8.4,0.71,19.833333333,"Fall",0,1,0,0,17,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,149.6
2012-09-11,"Tuesday",260,5,19,9,5,44,5,38,16.333333333,22.777777778,11.722222222,5.5555555556,10,8,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,10,8.8,0,17.388888889,"Fall",0,1,0,0,15,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,120
2012-09-12,"Wednesday",267,7,11,12,6,42,12,31,17.444444444,22.777777778,11.722222222,9.7222222222,10,5.3,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,5.5555555556,8,0,16.333333333,"Fall",0,1,0,0,17,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,90.1
2012-09-13,"Thursday",262,9,21,14,6,27,10,44,20.944444444,27.777777778,11.722222222,14.5,10,7.7,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,9.7222222222,5.3,0,17.444444444,"Fall",0,1,0,0,21,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,161.7
2012-09-14,"Friday",287,3,13,14,3,58,8,32,21,27.777777778,15.611111111,15.555555556,10,8.7,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,14.5,7.7,0,20.944444444,"Fall",0,1,0,0,21,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,182.7
2012-09-15,"Saturday",254,7,21,19,7,29,6,47,19.5,27.222222222,16.111111111,13.055555556,9.7,10.4,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,15.555555556,8.7,0,21,"Fall",0,1,0,0,19,15,2,0,1,0,2,0,0,1,0,0,0,0,0,0,197.6
2012-09-16,"Sunday",217,12,15,11,6,40,4,41,17.111111111,23.277777778,12.222222222,6.4444444444,10,7.5,0.12,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,13.055555556,10.4,0,19.5,"Fall",0,1,0,0,16,16,2,0,1,0,0,0,0,0,0,0,0,0,1,7.5,120
2012-09-17,"Monday",256,7,13,16,6,43,11,38,16.777777778,21.722222222,11.722222222,7.7777777778,10,5.5,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,6.4444444444,7.5,0.12,17.111111111,"Fall",0,1,0,0,16,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,88
2012-09-18,"Tuesday",271,5,18,10,7,51,6,34,18.666666667,23.888888889,11.722222222,14.722222222,10,10.2,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,7.7777777778,5.5,0,16.777777778,"Fall",0,1,0,0,19,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,193.8
2012-09-19,"Wednesday",222,7,8,12,5,39,6,28,20.555555556,23.888888889,14.388888889,12.611111111,9.2,14.4,0.7,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,14.722222222,10.2,0,18.666666667,"Fall",0,1,0,0,20,19,2,0,1,0,0,0,0,0,0,0,0,0,1,14.4,288
2012-09-20,"Thursday",238,4,13,18,3,45,7,35,14.444444444,22.222222222,10.611111111,7.1111111111,10,8.5,0.61,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,12.611111111,14.4,0.7,20.555555556,"Fall",0,1,0,0,14,20,2,0,1,0,0,0,0,0,0,0,0,0,1,8.5,119
2012-09-21,"Friday",301,6,18,18,10,58,10,42,13.388888889,17.222222222,10.611111111,9.4444444444,10,5.3,0,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,7.1111111111,8.5,0.61,14.444444444,"Fall",0,1,0,0,13,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,68.9
2012-09-22,"Saturday",266,10,19,14,5,44,3,45,15.444444444,19.388888889,10.611111111,13.111111111,6.9,5.8,0,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,9.4444444444,5.3,0,13.388888889,"Fall",0,1,0,0,15,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,87
2012-09-23,"Sunday",224,4,15,12,5,46,4,33,18.666666667,21.722222222,13.277777778,11.388888889,9.9,9.9,0.02,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,13.111111111,5.8,0,15.444444444,"Fall",0,1,0,0,18,23,3,0,0,1,0,0,0,0,0,0,0,0,1,9.9,178.2
2012-09-24,"Monday",257,3,24,17,9,41,6,46,14.888888889,21.722222222,10.611111111,4.1111111111,10,8.2,0,1,0,0,0,0,0,"2012",0,1,0,0,0,0,0,0,11.388888889,9.9,0.02,18.666666667,"Fall",0,1,0,0,14,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,114.8
2012-09-25,"Tuesday",280,7,16,16,4,42,10,39,15.722222222,22.777777778,9.3888888889,5.5,10,11.3,0,1,0,0,0,0,0,"2012",0,0,0,0,0,1,0,0,4.1111111111,8.2,0,14.888888889,"Fall",0,1,0,0,15,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,169.5
2012-09-26,"Wednesday",264,14,14,8,7,32,13,37,18.5,23.277777778,9.3888888889,13.555555556,10,10.2,0,1,0,0,0,0,0,"2012",0,0,0,0,0,0,1,0,5.5,11.3,0,15.722222222,"Fall",0,1,0,0,18,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,183.6
2012-09-27,"Thursday",249,5,15,8,6,42,5,29,18.333333333,23.277777778,13.888888889,12.722222222,10,9.2,0,1,0,0,0,0,0,"2012",0,0,0,0,1,0,0,0,13.555555556,10.2,0,18.5,"Fall",0,1,0,0,18,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,165.6
2012-09-28,"Friday",274,5,12,13,7,56,4,32,13.777777778,20.611111111,12.222222222,10.888888889,9,6.3,0.04,1,0,0,0,0,0,"2012",1,0,0,0,0,0,0,0,12.722222222,9.2,0,18.333333333,"Fall",0,1,0,0,13,28,3,0,0,1,0,0,0,0,0,0,0,0,1,6.3,81.9
2012-09-29,"Saturday",235,5,11,8,4,32,6,25,13.388888889,14.388888889,12.222222222,11.833333333,7.3,9,0.77,1,0,0,0,0,0,"2012",0,0,1,0,0,0,0,1,10.888888889,6.3,0.04,13.777777778,"Fall",0,1,0,0,13,29,3,0,0,1,0,0,0,0,0,0,0,0,1,9,117
2012-09-30,"Sunday",222,12,9,17,3,24,1,38,13.333333333,15,12.777777778,11.333333333,9.5,4.5,0.02,1,0,0,0,0,0,"2012",0,0,0,1,0,0,0,1,11.833333333,9,0.77,13.388888889,"Fall",0,1,0,0,13,30,3,0,0,1,3,1,0,0,0,0,0,0,1,4.5,58.5
